,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
3213,2007-08-07,CULEX PIPIENS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3215,2007-08-07,CULEX PIPIENS/RESTUANS,22, W PERSHING RD,T060,41.823065,-87.678378,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3217,2007-08-07,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3219,2007-08-07,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3221,2007-08-07,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3223,2007-08-07,CULEX PIPIENS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3225,2007-08-07,CULEX PIPIENS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3227,2007-08-07,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,41.759346,-87.745602,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3229,2007-08-07,CULEX PIPIENS,73, S CICERO AVE,T067,41.759346,-87.745602,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3231,2007-08-07,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3233,2007-08-07,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,41.797616,-87.797894,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3235,2007-08-07,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3237,2007-08-07,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3239,2007-08-07,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3241,2007-08-07,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3243,2007-08-07,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3245,2007-08-07,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,41.799282,-87.585487,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3247,2007-08-07,CULEX PIPIENS,47, S CORNELL AVE,T075,41.799282,-87.585487,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3249,2007-08-07,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3251,2007-08-07,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3253,2007-08-07,CULEX PIPIENS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3255,2007-08-07,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3257,2007-08-07,CULEX PIPIENS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3259,2007-08-07,CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,41.821582,-87.627796,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3261,2007-08-07,CULEX RESTUANS,40, S DEARBORN ST,T081,41.821582,-87.627796,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3263,2007-08-07,CULEX PIPIENS,40, S DEARBORN ST,T081,41.821582,-87.627796,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3265,2007-08-07,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3267,2007-08-07,CULEX PIPIENS,50, S UNION AVE,T082,41.803423,-87.642984,1,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3269,2007-08-07,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3271,2007-08-07,CULEX PIPIENS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3273,2007-08-07,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3275,2007-08-07,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3277,2007-08-07,CULEX PIPIENS,63, W 64TH ST,T155,41.776156,-87.778927,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3279,2007-08-07,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3281,2007-08-07,CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,41.644612,-87.604498,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3283,2007-08-07,CULEX PIPIENS,82, E 138TH ST,T097,41.644612,-87.604498,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3285,2007-08-07,CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3287,2007-08-07,CULEX PIPIENS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3289,2007-08-07,CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,41.717753,-87.531657,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3291,2007-08-07,CULEX PIPIENS,98, S AVENUE G,T100,41.717753,-87.531657,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3293,2007-08-07,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3295,2007-08-07,CULEX RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3297,2007-08-07,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3299,2007-08-07,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3301,2007-08-07,CULEX PIPIENS,58, N PULASKI RD,T027,41.984809,-87.728492,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3303,2007-08-07,CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,41.825902,-87.667827,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3305,2007-08-07,CULEX RESTUANS,81, W 37TH PL.,T157,41.825902,-87.667827,0,8,7,219,32,2,92,73,83.0,9,0,18,0.06,14.2166666667,14.0,9.78333333333,10.0,4.85,19.0666666667,91.5,72.5,9.0,0.0,17.5,0.685
3307,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,1,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3309,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3311,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3313,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3315,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3317,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3319,2007-08-08,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3321,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3323,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3325,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3327,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3329,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3331,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3333,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3335,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3337,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3339,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3341,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3343,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,1,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3345,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3347,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3349,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3351,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3353,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3355,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3357,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3359,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3361,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3363,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3365,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3367,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3369,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3371,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,1,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3373,2007-08-08,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3375,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3377,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3379,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3381,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3383,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3385,2007-08-08,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3387,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3389,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3391,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3393,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3395,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3397,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3399,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,1,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3401,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3403,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3405,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3407,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3409,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3411,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3413,2007-08-08,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,8,220,32,2,87,74,81.0,7,0,16,0.09,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
